23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,253_x,253_y,253_z,254_x,254_y,254_z,255_x,255_y,255_z,256_x,256_y,256_z,257_x,257_y,257_z,258_x,258_y,258_z,259_x,259_y,259_z,260_x,260_y,260_z,261_x,261_y,261_z,185_x,185_y,185_z,40_x,40_y,40_z,39_x,39_y,39_z,0_x,0_y,0_z,270_x,270_y,270_z,269_x,269_y,269_z,409_x,409_y,409_z,375_x,375_y,375_z,321_x,321_y,321_z,405_x,405_y,405_z,314_x,314_y,314_z,17_x,17_y,17_z,84_x,84_y,84_z,181_x,181_y,181_z,91_x,91_y,91_z,146_x,146_y,146_z,Status
0.513894259929657,0.49772271513938904,5.492257696460001e-05,0.5045307278633118,0.4965866506099701,0.00297219748608768,0.49233272671699524,0.4866538345813751,0.011282563209533691,0.5317360162734985,0.4946773052215576,-0.0002804999821819365,0.5092560648918152,0.4614003896713257,-0.0063125197775661945,0.5200075507164001,0.46286556124687195,-0.006788895931094885,0.49966418743133545,0.4629516303539276,-0.0027390853501856327,0.49345043301582336,0.46702736616134644,0.00156680669169873,0.48473402857780457,0.49571019411087036,0.017127810046076775,0.6154568791389465,0.5010263919830322,-0.002822547685354948,0.6251744031906128,0.5005207657814026,-0.00043782524880953133,0.6381519436836243,0.49144935607910156,0.007332513574510813,0.5970004200935364,0.4966612756252289,-0.0021871577482670546,0.6209996938705444,0.4648140072822571,-0.009464185684919357,0.6098558306694031,0.4653959572315216,-0.009331298992037773,0.6308541893959045,0.4672543704509735,-0.006296484265476465,0.6372207403182983,0.47180667519569397,-0.002286090049892664,0.6460449695587158,0.5010207891464233,0.012846102938055992,0.5268892049789429,0.6318250298500061,0.00178257015068084,0.5322936177253723,0.6292972564697266,-0.0068959444761276245,0.5391214489936829,0.6257509589195251,-0.014530155807733536,0.5625337362289429,0.62629234790802,-0.022227061912417412,0.5945104956626892,0.6314213275909424,-0.008337970823049545,0.5868874788284302,0.6274905800819397,-0.01556870061904192,0.6005247235298157,0.6341926455497742,-2.3210468498291448e-05,0.5998345017433167,0.6422231197357178,0.003417687490582466,0.5941737294197083,0.6476458311080933,-0.0029902844689786434,0.5856649875640869,0.6543861627578735,-0.0074625625275075436,0.5751020312309265,0.6589223742485046,-0.010584729723632336,0.5632127523422241,0.6596753597259521,-0.010916062630712986,0.5515328645706177,0.6580359935760498,-0.01014830730855465,0.5412797331809998,0.6527029275894165,-0.006497906520962715,0.5331442356109619,0.6454888582229614,-0.0017449472798034549,0.5278122425079346,0.6398409605026245,0.005093575920909643,0
0.5172186493873596,0.5015011429786682,0.000138744231662713,0.5081738829612732,0.5003383159637451,0.0030065192840993404,0.496503621339798,0.490572452545166,0.011042050085961819,0.5343310832977295,0.49890440702438354,-0.0002943123981822282,0.5126299262046814,0.4664446711540222,-0.006081131752580404,0.5229983329772949,0.46800774335861206,-0.0066057657822966576,0.503425657749176,0.46785634756088257,-0.002572462661191821,0.4975058436393738,0.4717639088630676,0.0016230900073423982,0.4890381395816803,0.4992467164993286,0.016712859272956848,0.6148293614387512,0.505571186542511,-0.003322325414046645,0.6242844462394714,0.5052241086959839,-0.001117051811888814,0.6370952129364014,0.4965217709541321,0.006235174369066954,0.5970592498779297,0.5013293623924255,-0.0025867619551718235,0.6204888820648193,0.4705970883369446,-0.009842146188020706,0.6096717119216919,0.47113656997680664,-0.00964228343218565,0.6300401091575623,0.47304457426071167,-0.006856696680188179,0.6362262964248657,0.4775298237800598,-0.0030402729753404856,0.6448090672492981,0.5058953166007996,0.011531982570886612,0.5286060571670532,0.6300228834152222,0.00247526285238564,0.5336833000183105,0.6275590658187866,-0.006061439402401447,0.5400828719139099,0.6242297887802124,-0.013631515204906464,0.5627708435058594,0.6252297759056091,-0.021326035261154175,0.5943673849105835,0.6308384537696838,-0.007992571219801903,0.5868321657180786,0.6268536448478699,-0.015018761157989502,0.6003603339195251,0.6337128281593323,9.989132377086207e-05,0.5998039841651917,0.6419233083724976,0.0036220811307430267,0.5941615104675293,0.6472486257553101,-0.0024710374418646097,0.5857238173484802,0.653803825378418,-0.006775707937777042,0.5752769112586975,0.6581469774246216,-0.009843193925917149,0.5634657144546509,0.6587170362472534,-0.010103471577167511,0.5520142316818237,0.6568983793258667,-0.00922384299337864,0.542122483253479,0.6514464616775513,-0.005474663805216551,0.534382164478302,0.6441415548324585,-0.0007724891765974462,0.5294039845466614,0.6383110284805298,0.005855422932654619,0
0.5261808037757874,0.4979948401451111,-0.0007363425684161484,0.5170585513114929,0.4965619146823883,0.0019994310569018126,0.5052310228347778,0.4862992465496063,0.009858283214271069,0.5434884428977966,0.49575453996658325,-0.0009107579826377332,0.522193968296051,0.46266865730285645,-0.007151173427700996,0.532558798789978,0.4645483195781708,-0.007522854488343,0.5128875374794006,0.4637792110443115,-0.0037404829636216164,0.5067816972732544,0.4674612879753113,0.00039321318035945296,0.4975414276123047,0.4948660135269165,0.015505648218095303,0.6243302226066589,0.5042926669120789,-0.002614974044263363,0.6337763667106628,0.5040409564971924,-0.0002711983397603035,0.6465775966644287,0.4954295754432678,0.00726746954023838,0.6066381931304932,0.4996764659881592,-0.0021757888607680798,0.6305933594703674,0.46946126222610474,-0.00918725598603487,0.619828462600708,0.4698260426521301,-0.00920120533555746,0.6400319933891296,0.47201019525527954,-0.006047532893717289,0.6460562944412231,0.47650855779647827,-0.002133395988494158,0.6540095210075378,0.5048756003379822,0.012704147025942802,0.5361758470535278,0.627246081829071,0.002109582768753171,0.5415143966674805,0.6248947978019714,-0.006297536659985781,0.5482558012008667,0.6216667294502258,-0.013722477480769157,0.5712670087814331,0.6229567527770996,-0.02102593518793583,0.6024311780929565,0.6290786862373352,-0.007319464348256588,0.5951264500617981,0.6249926090240479,-0.01443207636475563,0.6081522107124329,0.6320408582687378,0.0008412900497205555,0.607250452041626,0.6400656700134277,0.00427255779504776,0.6015813946723938,0.6451721787452698,-0.001980807399377227,0.5931456685066223,0.6514154672622681,-0.006392758339643478,0.5827646851539612,0.655413806438446,-0.00963706523180008,0.5711597800254822,0.6556975841522217,-0.01005108654499054,0.5598061084747314,0.6538048982620239,-0.009300715290009975,0.5499004125595093,0.6483560800552368,-0.005702350754290819,0.542075514793396,0.6411035060882568,-0.0010943313827738166,0.5369512438774109,0.6353643536567688,0.005485540255904198,0
0.5233757495880127,0.5088831186294556,-0.0006696173222735524,0.5145588517189026,0.5078856945037842,0.0020790048874914646,0.5029889345169067,0.4982101023197174,0.009697963483631611,0.5397356152534485,0.5066336393356323,-0.0010505999671295285,0.5186885595321655,0.4759299159049988,-0.006856336258351803,0.5288277268409729,0.4776332676410675,-0.007406486663967371,0.5097206830978394,0.4770154356956482,-0.0035225441679358482,0.503928005695343,0.4805316925048828,0.0005479608080349863,0.4959408938884735,0.5066127777099609,0.015126697719097137,0.6180017590522766,0.5143166780471802,-0.003620716044679284,0.6272088289260864,0.5142500996589661,-0.0014384767273440957,0.639872133731842,0.5059245824813843,0.005611416418105364,0.6010478138923645,0.5101715922355652,-0.00298888492397964,0.6242764592170715,0.48135557770729065,-0.010120972990989685,0.6136770248413086,0.48193052411079407,-0.010020673274993896,0.6335836052894592,0.48361679911613464,-0.0072262827306985855,0.6394780874252319,0.48782792687416077,-0.0034832435194402933,0.6469720602035522,0.5148628354072571,0.010727087035775185,0.5355701446533203,0.6326909065246582,0.0021275838371366262,0.540247917175293,0.6301069259643555,-0.005941485986113548,0.5461158752441406,0.626720666885376,-0.01302330382168293,0.5675312876701355,0.6274791359901428,-0.02041773311793804,0.5968131422996521,0.6332065463066101,-0.007687613368034363,0.5900559425354004,0.6292760968208313,-0.014298662543296814,0.6021880507469177,0.6361557245254517,-5.243099440122023e-05,0.6018060445785522,0.6441927552223206,0.0036446619778871536,0.5967344045639038,0.6494967341423035,-0.0016078323824331164,0.5889264345169067,0.6560386419296265,-0.005283947102725506,0.5790532827377319,0.6602534055709839,-0.0077719311229884624,0.5677081942558289,0.6608774662017822,-0.007915855385363102,0.5567203164100647,0.6589487195014954,-0.007197144906967878,0.5474373698234558,0.653569757938385,-0.004122553393244743,0.5403489470481873,0.6463993191719055,-0.00010399261373095214,0.5359413027763367,0.6407315731048584,0.005695257801562548,0
0.5252811908721924,0.5391027331352234,-0.0014497254742309451,0.5157077312469482,0.5378983616828918,0.0013100513024255633,0.5030468106269836,0.5273458957672119,0.009305592626333237,0.5431879162788391,0.5365508794784546,-0.0014739432372152805,0.5205550193786621,0.5029358267784119,-0.008281161077320576,0.5314870476722717,0.5047622323036194,-0.008518371731042862,0.5107677578926086,0.504112184047699,-0.004877492785453796,0.5043849349021912,0.5079044103622437,-0.000583058106712997,0.49514201283454895,0.5366114377975464,0.015103110112249851,0.62788987159729,0.544966995716095,-0.0023544766008853912,0.6377114057540894,0.544704794883728,0.00019687291933223605,0.6508634090423584,0.5358752012252808,0.008126648142933846,0.6095856428146362,0.5403497815132141,-0.0021122137550264597,0.6341710090637207,0.5098732113838196,-0.00934760831296444,0.6229994297027588,0.5101704001426697,-0.009447593241930008,0.6439296007156372,0.5124513506889343,-0.005966576747596264,0.6501414179801941,0.5168863534927368,-0.0017904432024806738,0.6587443351745605,0.5454802513122559,0.01374075748026371,0.539994478225708,0.6756748557090759,0.0012850832426920533,0.5451769828796387,0.6726927757263184,-0.007286295294761658,0.5517681837081909,0.6687294840812683,-0.014820331707596779,0.5752019286155701,0.6690956354141235,-0.02223961241543293,0.6068644523620605,0.6753459572792053,-0.007747360039502382,0.5994833111763,0.6709362864494324,-0.01509171724319458,0.6126463413238525,0.6786374449729919,0.0006554232677444816,0.6121180653572083,0.6870555281639099,0.004357785917818546,0.6066313982009888,0.6924797892570496,-0.0017723134951665998,0.5982349514961243,0.6992165446281433,-0.006017464213073254,0.5876562595367432,0.703644871711731,-0.009018396027386189,0.5757162570953369,0.7042372822761536,-0.009354238398373127,0.5639168620109558,0.7024213075637817,-0.008783509954810143,0.5537397265434265,0.6969563961029053,-0.005588422529399395,0.545818030834198,0.689641535282135,-0.001248302636668086,0.5407607555389404,0.6840341091156006,0.005041366908699274,0
0.5128591656684875,0.5438323020935059,-0.0019988822750747204,0.5056028962135315,0.543275773525238,-0.0001488387060817331,0.49582695960998535,0.5358108282089233,0.005474440287798643,0.5263450145721436,0.5413927435874939,-0.0014859259827062488,0.5086718797683716,0.5161490440368652,-0.006698123179376125,0.5169959664344788,0.5172151923179626,-0.006540696602314711,0.5012893676757812,0.5174830555915833,-0.004457429051399231,0.4964980185031891,0.5207499861717224,-0.0014750665286555886,0.48992297053337097,0.5429052710533142,0.009578820317983627,0.58799147605896,0.5445506572723389,-0.000402669160393998,0.5951756238937378,0.5441645979881287,0.001677126158028841,0.6045644283294678,0.5371183156967163,0.007692080922424793,0.5745885372161865,0.5418252944946289,-0.0004904608358629048,0.5925722122192383,0.517818808555603,-0.0050618406385183334,0.5842968225479126,0.5184712409973145,-0.0053186542354524136,0.5997486114501953,0.5194894671440125,-0.002476305002346635,0.6042763590812683,0.5228257775306702,0.0006006867624819279,0.6103858947753906,0.5441669821739197,0.011900882236659527,0.5242751836776733,0.6458814144134521,-0.00017582892905920744,0.5285540819168091,0.6438122987747192,-0.00625371839851141,0.5337595343589783,0.6410005688667297,-0.011525372974574566,0.5519083142280579,0.6405869722366333,-0.016379375010728836,0.5745996236801147,0.6429340243339539,-0.005076875444501638,0.5695515871047974,0.6403824687004089,-0.010621952824294567,0.5786001682281494,0.6449393630027771,0.0011905169812962413,0.5782099366188049,0.6510932445526123,0.003649795427918434,0.574341356754303,0.6554906964302063,-0.001109966542571783,0.5683329701423645,0.6608880758285522,-0.004412174224853516,0.5606977939605713,0.6646203994750977,-0.006851350888609886,0.5519222021102905,0.6656377911567688,-0.007374737411737442,0.5429032444953918,0.6646928191184998,-0.007222479674965143,0.5350102186203003,0.661008358001709,-0.005181853659451008,0.528730571269989,0.655903160572052,-0.0021039899438619614,0.5246918797492981,0.6518446207046509,0.002408706583082676,0
0.5661584138870239,0.5058429837226868,0.0004280612338334322,0.5592868328094482,0.5049960613250732,0.0022788040805608034,0.5502877235412598,0.49808621406555176,0.007958612404763699,0.579411506652832,0.5036447048187256,0.0012263812823221087,0.5639330148696899,0.47905272245407104,-0.00294268736615777,0.5716449022293091,0.4802994132041931,-0.0027251578867435455,0.5568917393684387,0.48016005754470825,-0.0008718495373614132,0.5520827174186707,0.4832639694213867,0.0018840652192011476,0.54433274269104,0.5049058794975281,0.011631162837147713,0.6407377123832703,0.5090588331222534,0.0029899633955210447,0.6475822925567627,0.5087867975234985,0.005162492860108614,0.656548798084259,0.5027052164077759,0.011559211649000645,0.6275910139083862,0.5056583881378174,0.0028772943187505007,0.6445307731628418,0.4828557074069977,-0.00024028067127801478,0.6366576552391052,0.48328593373298645,-0.0006364858709275723,0.651464581489563,0.4846743047237396,0.002344704233109951,0.655942976474762,0.48810991644859314,0.005302613601088524,0.661864697933197,0.5098980665206909,0.015400856733322144,0.5765313506126404,0.6021056175231934,-0.004497242160141468,0.5806182026863098,0.5996319055557251,-0.009936589747667313,0.5858546495437622,0.5962799787521362,-0.014616810716688633,0.6028149127960205,0.5956600904464722,-0.01901007443666458,0.6240096688270569,0.6007883548736572,-0.008306249976158142,0.6191948056221008,0.5972509980201721,-0.01339952927082777,0.6276603937149048,0.6035040020942688,-0.0025407487992197275,0.6270078420639038,0.6094716787338257,-0.001004897989332676,0.6233126521110535,0.6128913760185242,-0.0059166583232581615,0.6176673173904419,0.6172477006912231,-0.009317669086158276,0.6104997396469116,0.6201569437980652,-0.011864971369504929,0.6023816466331482,0.6206741333007812,-0.012552831321954727,0.5941070914268494,0.6196731925010681,-0.012448649853467941,0.5867429971694946,0.6162492632865906,-0.01040971651673317,0.5808609127998352,0.6116324067115784,-0.007365366443991661,0.5770050883293152,0.6080571413040161,-0.0028050891123712063,0
0.5692227482795715,0.5077555179595947,0.00031478819437325,0.5624707937240601,0.5067615509033203,0.0021954928524792194,0.5536657571792603,0.4995113015174866,0.007875456474721432,0.582277774810791,0.5059636831283569,0.0008809177670627832,0.5673710107803345,0.48140949010849,-0.0033684608060866594,0.5749975442886353,0.48290327191352844,-0.0032646828331053257,0.5603764653205872,0.48216965794563293,-0.0011909269960597157,0.5555967688560486,0.4850076138973236,0.001608619000762701,0.5478743314743042,0.5062354803085327,0.011688563041388988,0.6432346105575562,0.5135746598243713,0.0019344055326655507,0.6500495672225952,0.5135483145713806,0.004014245700091124,0.6591343283653259,0.5078787803649902,0.010204530321061611,0.6301979422569275,0.509667694568634,0.0019169707084074616,0.6473960280418396,0.48806095123291016,-0.001692388323135674,0.6395702958106995,0.4881742596626282,-0.0019891797564923763,0.654252827167511,0.4900786280632019,0.0008471423061564565,0.6586736440658569,0.4935806691646576,0.0037918027956038713,0.6642724871635437,0.5150995850563049,0.014095750637352467,0.5777143239974976,0.6046265363693237,-0.002881926018744707,0.5818397402763367,0.6024343967437744,-0.00867168977856636,0.5870803594589233,0.5994065403938293,-0.013710100203752518,0.6040369868278503,0.599722683429718,-0.018523260951042175,0.6260121464729309,0.6051666736602783,-0.00772979948669672,0.6208806037902832,0.6015837788581848,-0.012984142638742924,0.6299751996994019,0.6078321933746338,-0.0018055305117741227,0.6292732357978821,0.6139958500862122,1.9385326595511287e-05,0.6252741813659668,0.617577850818634,-0.004944635555148125,0.6192958950996399,0.6220186948776245,-0.008468459360301495,0.6118040084838867,0.6248890161514282,-0.0111580491065979,0.6033870577812195,0.6252015829086304,-0.011759995482861996,0.5949897170066833,0.6237834692001343,-0.011466157622635365,0.5876556634902954,0.6199308633804321,-0.00904550775885582,0.5818507075309753,0.6147910356521606,-0.005739226005971432,0.5780637264251709,0.6108205318450928,-0.0009553348063491285,0
0.566814661026001,0.5099751949310303,0.0010299950372427702,0.5600882768630981,0.5089930295944214,0.002945767482742667,0.551409125328064,0.5019589066505432,0.008730064146220684,0.5797691941261292,0.5080922245979309,0.0014609278878197074,0.5647236108779907,0.4835682213306427,-0.0023862572852522135,0.5723346471786499,0.4848119020462036,-0.0023470993619412184,0.5578209161758423,0.4845990240573883,-0.00019419014279264957,0.5531279444694519,0.48757418990135193,0.0025966563262045383,0.5455000996589661,0.5084883570671082,0.012433449737727642,0.6400254964828491,0.514999508857727,0.0017845979891717434,0.646865725517273,0.5149604678153992,0.0037579501513391733,0.6559869647026062,0.5091038942337036,0.009837792254984379,0.6270660161972046,0.5112437605857849,0.0019460206385701895,0.6444883942604065,0.48892730474472046,-0.001606919220648706,0.6366114020347595,0.4890369772911072,-0.0017837672494351864,0.6513881683349609,0.4910522401332855,0.0007582325488328934,0.6557807922363281,0.49462607502937317,0.0036014490760862827,0.6612111330032349,0.5164752006530762,0.013568672351539135,0.5741653442382812,0.6066943407058716,-0.00322715868242085,0.5782266855239868,0.6044285893440247,-0.008722841739654541,0.5833747982978821,0.6014112234115601,-0.01351731177419424,0.6002618074417114,0.6014904379844666,-0.018231108784675598,0.6215915083885193,0.607064962387085,-0.008173608221113682,0.6168528199195862,0.6035073399543762,-0.01311502419412136,0.6251994371414185,0.6098014712333679,-0.00251687946729362,0.6243964433670044,0.6157379746437073,-0.0008978008409030735,0.620608925819397,0.6191376447677612,-0.005647940561175346,0.6148157119750977,0.6234107613563538,-0.00894288718700409,0.6075692176818848,0.6261347532272339,-0.011326009407639503,0.5994332432746887,0.6263453364372253,-0.011809437535703182,0.5912960171699524,0.6250705122947693,-0.011549454182386398,0.584073007106781,0.621354341506958,-0.009337401017546654,0.5783293843269348,0.6164354681968689,-0.006203326862305403,0.5745700001716614,0.6126478314399719,-0.0015744317788630724,0
0.5698427557945251,0.5203485488891602,-0.005839039105921984,0.5625981092453003,0.520664393901825,-0.005052485037595034,0.552015483379364,0.5155104398727417,-0.0009652914013713598,0.5830100774765015,0.516272783279419,-0.003040111158043146,0.5662112832069397,0.4950405955314636,-0.009944926016032696,0.5739577412605286,0.49519169330596924,-0.00824104342609644,0.5589005947113037,0.4968528747558594,-0.008807283826172352,0.5538101196289062,0.5004702806472778,-0.006579176522791386,0.5459761619567871,0.5225867629051208,0.0019324899185448885,0.6415364742279053,0.5143486857414246,0.00908922590315342,0.6477363109588623,0.5133548378944397,0.01216509472578764,0.6551035046577454,0.5068449378013611,0.019540559500455856,0.62950199842453,0.5125930905342102,0.006711722817271948,0.6443819999694824,0.48987290263175964,0.0056473687291145325,0.6371687650680542,0.4911368787288666,0.004035731311887503,0.6507264971733093,0.49057477712631226,0.009290331974625587,0.6546372175216675,0.4933103024959564,0.012959972955286503,0.6599472165107727,0.512729287147522,0.02397911809384823,0.5868593454360962,0.6124778985977173,-0.008663610555231571,0.5918257236480713,0.6092491745948792,-0.013250743970274925,0.5980215072631836,0.6049429178237915,-0.01691022887825966,0.6163199543952942,0.6012465953826904,-0.01865791715681553,0.6345444321632385,0.6035059094429016,-0.0043230303563177586,0.6309036016464233,0.6004496812820435,-0.010339160449802876,0.6370664834976196,0.6059679388999939,0.002179753268137574,0.6362579464912415,0.6120439767837524,0.0034678715746849775,0.6335781812667847,0.6158008575439453,-0.002209046157076955,0.6291154026985168,0.6208298206329346,-0.0062815663404762745,0.6228935718536377,0.6246439218521118,-0.009988906793296337,0.6154745817184448,0.6263428926467896,-0.011800332926213741,0.6068297624588013,0.6266456246376038,-0.012978125363588333,0.5988078713417053,0.6245416402816772,-0.012243189848959446,0.5919777154922485,0.6209559440612793,-0.010011469013988972,0.5873869061470032,0.6181946396827698,-0.006511156912893057,0
